500
0 N 58 N 58 N 98 35 62 N 5 N N N N N 86 31 73 62 N N 52 45 52 66 N 0 N N N 54 N N 90 N N 31 N 4 80 55 20 N N 100 N N N 43 N 16 96 32 N N N 91 55 18 N 54 53 8 N N 69 N 96 21 N N N N 15 N N N 85 48 98 N N N 65 90 N N N 0 58 40 88 N 100 N 94 N 44 N 2 N N N N 45 47 N 77 25 93 1 82 N N N N 40 4 N 95 N 38 N 62 N N N N N N N N N N 15 83 42 N N N 59 52 N 37 6 57 N 49 N N N 76 N 16 N N 24 N N 60 N N 63 N 65 97 81 N N N N N N 8 N 50 N 74 5 70 95 N 45 21 52 90 80 60 N 41 8 17 N N N 39 67 N 92 40 N 60 38 N N 67 N N 76 67 N N 15 N 42 53 95 N N 59 91 N 51 N N 0 N N 72 77 54 N N N N 78 N 65 79 32 N N N N 40 N 15 36 N N 50 N N N 67 9 15 88 N N 13 2 98 66 N 23 N N 13 N N N N N 19 N N 46 24 31 65 N N 32 41 7 87 95 71 45 77 N N 2 N N N 15 17 N N N N 25 20 N N 76 76 28 N N 25 N 21 28 N 14 20 N 66 N 79 54 N 19 79 N N N N 31 95 57 78 60 65 71 26 N 54 N N 45 60 N 2 N 5 78 N 98 N N N 15 N N N N 60 N N 12 N N 90 N 71 24 N 3 91 N 84 66 82 33 86 41 N N N 40 N N N N N 4 N N 58 83 N N N 0 N N 24 N N 73 N 94 19 72 N 36 N 91 N N 73 16 100 N N 69 14 7 73 N N N N N 58 56 N 83 N 67 32 81 34 45 N N 5 50 39 28 68 N N 15 N 12 N 72 31 76 N N 42 0 N N N 11 12 77 61 N 53 81 34 N 5 1 73 N 82 35 95 53 41 N 34 64 N 84 N 30 N N 88 48 88 N 3 N N 16 N N 49 
63 59 N N 41 N N N 25 17 N N 6 70 27 13 93 37 77 19 N 70 N 10 N 52 N N 67 19 8 75 87 15 N 90 N 66 42 N N N 72 N 33 22 7 N N N 96 70 N N 45 N 0 N N N 7 N N 34 73 73 N N N 18 N 80 65 N N N 47 N N 38 N 0 51 N N 9 93 N N N N 6 6 88 N 90 N N N N 84 89 N N N 37 N N N N N 22 32 52 N 3 92 N 64 N 27 77 5 N 99 N 16 N N N 7 N N N 75 55 55 80 76 73 89 31 N N 58 N 74 N 36 15 62 N N 6 N N 53 40 98 N 86 95 N 90 91 N 53 79 41 N 61 N N 94 95 N N 75 45 76 32 87 56 N 99 N N N 72 N N 95 33 N N N N N N N N 11 44 N 31 0 37 N 34 N N 16 72 N N N N N N N N N 35 N N N N N 71 N 45 69 59 40 92 69 N 5 N 36 80 N N N N N N 0 0 16 80 27 N N N N 38 18 N 83 79 45 4 95 0 46 N 0 N N 11 51 97 N N 90 N 99 N 43 82 67 8 40 N N N 59 N N 22 56 N N 13 64 91 74 N N N N 2 94 88 N 72 N 83 N N N 93 N 0 61 N N N 0 N N 52 72 77 53 N N 81 6 N 10 19 N 86 N N 75 N N N N N 58 N 23 N N 99 N N 52 N 79 N 99 N N N N N 42 N N 7 N N N N 54 N 29 74 N N N N 70 N N 66 N N 41 75 N 58 N N 79 N 32 75 96 N 3 N 41 N 19 32 N 65 10 4 N N N N 65 9 N N 91 N 12 N N N 80 N 89 N N 27 59 N N N N 0 7 97 N 66 54 N N 64 N N 15 N 4 N 53 59 49 N 9 95 N N N N 22 60 N N 48 N 53 85 88 64 N N N 74 N N N 80 N 36 21 N N N N N 24 29 48 26 54 N 79 N N 73 N 79 64 57 N N 59 N 88 
47 N 56 N N 67 N 74 N 64 88 92 N N 25 16 29 68 N N N N 66 N 41 12 41 10 N N N N 93 N 14 N 97 23 6 31 75 N 97 N N 34 N N N 62 N N 89 N N 36 N N N 85 52 67 N 77 64 82 N N 36 62 N 25 7 9 N N 70 N 54 N 13 76 60 N N N N 23 42 18 N 9 100 14 N 65 N 96 72 77 N N 15 34 54 29 N 3 19 N N N N 70 N N N N N 39 41 15 5 91 36 11 20 68 N N N 66 N N N N 71 N 67 N N N 44 59 25 42 N 7 32 4 N N 8 N 10 52 85 13 84 N 94 3 N N 76 N N N N 57 N 27 56 N N 4 46 74 12 N 23 35 51 27 N N N 100 65 N 92 11 3 83 N 38 82 N 28 N N 67 10 47 N 55 N 19 N N 80 88 44 39 N 69 N N N N N N 30 N N N N N 81 49 70 N N 39 N N N N 49 40 63 N 26 N 22 N 44 N 60 5 N N N 13 18 90 75 N N N N 77 N N 49 92 54 N N N N 72 86 N N N 100 26 N N 81 86 4 N N N 73 N N N 85 N 32 N N N 42 N N 56 40 N N N 80 N N 24 21 4 56 N 49 N 81 N 25 13 5 N N N N N 36 N 37 35 35 N 33 N 15 47 N 70 74 6 N 7 N N N 15 N 26 N N 63 N 79 10 N N 44 N N N 35 15 85 N 68 N N 48 75 4 N 8 N N N 2 N N N N 58 9 69 89 99 N 43 N N N 5 N N N 5 N 73 N 20 77 10 N 14 60 91 N 48 96 77 25 N 24 60 N N N 75 N N N 65 48 N N N 3 4 31 N 7 97 28 N 0 83 53 26 N 10 N 58 N 71 30 N N N 33 N N 40 N N N N N N N 41 N N N 32 N N 24 N 62 100 N 56 N 18 7 40 N 85 N 13 N 35 N 33 2 65 14 N N 22 36 N 54 N N N 62 11 N N 27 N N 
38 15 N N N N 4 N N N N N N 30 N 59 N N N 88 94 98 90 N N N N N N N 87 96 N 72 N N N 64 44 35 N N 6 71 N 72 N 45 N 33 N 11 N 25 N 20 N N N N 78 N N N 3 89 73 65 37 64 N 87 N 54 0 58 N N 60 86 N 44 1 N N 3 60 73 N 42 46 N 66 12 86 58 55 79 N N 81 53 N N 59 86 0 39 N 28 56 N N N N N N 33 45 N 33 N N 28 7 33 N N 3 N 94 99 39 11 26 45 79 84 N 88 N N 31 N N 38 N N 40 N 23 49 1 40 N 51 37 70 61 N N N 98 N N 16 N 23 46 N 100 N N 31 N 90 N N N 18 2 N 35 77 53 N 77 52 7 N 73 N 40 N N 66 N N N N N N 76 40 60 N 64 N 92 N N 42 37 52 30 79 N 28 N 62 N 37 N N N N N 0 N N 83 N N N N N 72 7 N N 47 N 17 50 N 60 N 96 N N 20 N N N 41 N 0 47 N N N N 5 1 N N 46 77 N 72 1 8 N 43 95 N N 35 N 10 N N 24 21 N 38 N N N 4 N N 53 N 72 N N N N N 50 N 26 N 47 37 58 73 N 87 8 23 N N 36 76 28 6 73 9 N 9 75 80 N N 83 5 58 N N N 58 98 N N 56 12 17 N 13 5 N N 88 N N N N 77 N N 68 30 N 29 41 53 45 41 N N 10 N 62 N N N N N 70 N 42 45 N N 0 2 72 63 N N N 67 N 46 N N 72 N 45 N 4 N 49 96 64 N 82 34 27 N 52 N 47 94 N N 14 10 89 N 8 52 N N N N 64 N 7 N N 81 N N 18 N N 97 8 N 0 N N 5 N N N N N 5 95 64 70 N N 18 64 N 68 N N 86 N N 95 N 5 N 99 12 3 85 4 N 51 N 81 49 N 47 64 29 N 39 13 N 11 42 N N 16 82 N 32 50 N N N N 11 N N 13 68 28 N 24 42 
N N N 7 N 55 89 N 68 N 27 91 N 16 N N N 25 N N N N N N N 58 N 48 11 94 37 37 25 42 N 33 N N 3 N 19 N 67 N N N 6 N N 42 N N N 12 85 N 67 N 45 N N N N 34 74 N 33 92 30 90 N 65 N N N 13 N 46 N N 38 73 32 84 39 5 N N N 34 N 38 46 N 37 90 N 86 N N 13 95 N N N 33 22 N 33 N N 52 N N 89 N N N N N 80 N N 25 64 N N 54 N 77 N N N N 76 N 74 52 N 53 N 13 N 56 N 87 76 59 1 N 88 N 95 91 N 30 50 36 N 73 N 88 N 93 36 N 95 2 N N N N 51 N N 52 49 N N 71 91 N 78 N N N N 4 1 50 72 N N 57 N 27 0 86 60 N 50 N N N 27 N 35 26 69 31 N 11 71 93 62 73 3 36 N 45 N 43 N N N N 80 N 21 12 31 N 8 3 26 49 8 N 57 N 98 45 26 N N 21 N N 22 72 N 80 37 91 N N 89 N N 79 N N 56 N N N N 8 N 49 N 21 N N N 37 N N N N 5 N N N N N N 2 N 89 79 3 46 50 N 50 N N N N 4 N N 89 N 95 N 17 N N N 28 N N N N N N N N 44 38 41 68 N 43 N N 18 N N N 96 39 10 N N 48 N N 6 34 89 N N 10 N 33 N N 75 N N 7 100 N N N N N 18 N N N 76 61 79 N 35 60 N 78 N 30 N N N 93 N 9 N N N N 86 92 94 98 N N 22 85 N N N N 67 N 20 80 18 N 79 17 86 N N 49 N 50 10 97 82 30 7 N N N 28 73 23 73 47 N N 70 9 80 N N N 76 57 0 N 53 58 N 45 51 N N N N 14 N N N 49 29 7 N 84 N 56 N 8 63 44 N N 8 85 36 36 N 86 89 25 N 9 90 33 N N N 85 N N 84 N N 34 44 83 79 76 84 62 77 6 73 83 84 N 73 N N 57 22 
N 87 N N N 67 N 34 N 10 60 N N 87 N 54 53 N 75 N 63 N N N 27 80 45 N 37 71 N 8 95 55 14 N N 10 27 32 N 81 38 37 72 N N 92 N N N N 49 N N 78 N 3 N 30 85 2 86 N 89 30 30 67 N 88 N N N N N 36 N 39 28 N N 29 9 N 68 93 44 70 N 17 N N 32 N 24 N 66 62 41 72 19 N 73 N 31 30 N 74 N N N N 36 N N 42 58 N N 56 89 45 43 N 29 95 33 66 74 74 N N N N 22 N 36 N N 37 84 N 94 N N N 71 78 N N N N N 69 N 1 N N 68 N 5 39 98 N N 84 45 70 5 N 49 N 67 72 N N N 29 38 N 51 N 14 N 71 N N 66 N N N 46 N 66 66 49 N 65 8 29 N N 89 N 100 N 10 22 95 51 N 81 65 N N 16 45 N N 10 N 41 0 59 N N N 39 N N N N N 89 N 35 N N N N N N N N N N 49 78 96 92 38 N 22 N 13 19 12 46 3 65 86 8 55 N N N 62 N N N N 47 47 N N 62 30 40 N N N N N 37 N 58 N 57 29 1 N 54 26 N N N 5 15 N N 37 N 55 9 N N 62 N N 2 9 12 23 63 N 48 23 59 42 68 17 N 30 23 51 N N 72 42 N 66 100 39 71 78 30 N 64 8 N N 80 63 N 29 29 N N 73 35 N N N 26 N 21 N 12 N N N N N N 80 N 37 21 N N N 58 12 90 83 87 2 N N 47 N 44 93 56 N N 96 N 81 35 59 35 N 85 85 N 2 80 N 47 N N 11 19 23 N N N N 15 99 N 47 52 11 6 N N N N 100 46 99 24 N 71 N 32 96 89 N 1 51 N 0 N N N N 4 N 92 N N N 29 N N N N N 65 N N N N 21 80 N 45 82 N N 25 43 N 32 50 N 15 N 13 N 43 N 71 N N 1 N 15 N 98 70 40 0 24 28 31 N 11 N N N N N N N N N 
100 21 N N 42 98 64 N 88 48 11 N N 61 8 N 99 35 76 N N N N N 55 46 66 N N 56 36 N 29 4 N N N 94 88 79 6 N 27 88 1 28 N 47 N N 66 N 53 N 82 N 41 N N 43 13 N N 6 N N 1 52 N N 62 83 70 N 0 9 23 52 83 N N 99 6 N 81 12 23 49 46 3 32 16 N N N 67 100 58 N 22 21 N 1 52 98 14 N 11 N N 68 90 N 59 N N 42 67 N 24 N 64 N N N 47 24 N N N 74 46 N N N N 66 N N N N 98 6 73 N 21 N 34 88 10 N N 66 N 99 43 57 N 98 N N N 61 36 90 14 24 41 95 59 N N 84 N N 82 N 87 1 51 N N N 64 57 97 63 66 N N 68 34 87 43 95 N 84 62 N N N N 94 1 96 32 13 65 N N 38 45 N 80 28 17 29 20 N N N N 33 33 N N 95 63 N 21 38 N 87 N N 13 N N N 43 N 74 N 6 N N 25 82 15 99 N 2 22 47 70 N 59 N N 68 N 85 48 29 N 16 81 28 N N N N 30 N N 72 N N 7 65 72 26 N 82 22 N N 43 N N 21 N 56 N 37 N N 15 17 3 5 85 N N N N 28 N N 35 N N N N 11 31 N 73 11 N 46 67 91 N N N N N N 6 N N 20 N 15 42 N N 77 13 81 N N 54 52 N 6 N 13 50 N 58 18 N 19 25 86 87 N N N N N 5 13 N 19 N N 24 N 1 37 96 N N 73 9 N N N N 59 N N N N 5 32 84 23 N 91 41 69 N 94 2 35 43 N N N 50 78 N 95 36 58 44 83 69 53 40 51 N 86 24 66 68 57 10 N 72 N 30 N N N N 94 31 1 67 N 0 60 69 N 2 29 49 86 19 17 N N N N 34 36 N N 84 N 69 N 37 N N N 85 54 5 60 58 68 9 66 N N N N 32 24 N 7 77 N N 47 34 N 75 73 79 N 54 29 N N 88 9 34 N 41 77 N 23 N 
58 N N N N 31 N N 83 23 N 0 N 9 N 86 82 N N N 93 N N N 52 21 N 49 N N 7 N 70 52 N 12 N N 65 N 15 0 44 N N 66 67 N N N N N N N 9 87 N N 69 N N N N 14 N 30 N 17 94 N N N 68 N 7 N N N 91 N 55 N N N N N 84 N N N N 31 67 N N 37 N 5 91 N 98 N 16 N 2 N 10 97 60 26 42 0 19 N N 28 N N 13 49 100 N 43 N 56 N N N 15 85 N N N 34 18 41 5 31 N N 98 10 N N 72 52 73 76 N N N 50 6 23 N 36 94 31 79 N N 90 N N 53 21 N N 27 N 100 N N N 47 N 83 N 15 65 51 N N N 44 N N N 79 N N N 70 N 94 N 40 17 N 33 35 N 52 N 59 56 18 N N 31 N 66 4 59 63 68 N 47 93 N 23 N N 93 56 N 3 N N N N 67 23 N 70 N 37 N N N N 33 51 N 52 N 7 N N N 87 N 5 94 13 N 77 68 97 75 17 N 85 N N N 0 N 78 7 N 80 N N N N N 56 N N 20 N N 75 53 65 N 52 21 91 47 N N 80 N 59 38 N 77 N 0 N N N 0 56 35 N N 47 N N N N 86 N 18 N N N N 65 N N 6 7 N N N 13 61 N N 22 67 N N N N 36 N N N N 56 88 N N 95 N 0 1 56 N 29 N N N N N N N N 60 N 30 63 N 50 N N 53 11 N N N 52 32 27 59 N N N N 89 N N 32 86 45 55 84 33 N 52 96 32 68 N N N N N N 18 59 N 54 N N N 82 68 N 99 72 N 12 59 N 94 N 89 N N N 43 58 N 86 N N 50 N 70 2 0 N N 43 100 N N 91 21 100 84 42 N N 76 N N 1 N 16 1 N 21 71 36 N 93 N 33 N N 74 N N 46 N 73 N N N 47 93 N N N 15 81 73 N 34 22 N N N N N 79 2 N 67 N N 46 N 
90 N N N N N N N N 87 39 N 67 N N 42 8 N N 53 N N 11 55 39 71 86 N 2 N N N N 74 N 80 73 N 6 24 14 27 N N 60 N 77 11 89 33 N 32 N 56 N N 2 N 97 N N N 10 N N N N N 35 95 N N 12 N N N N 67 45 N N N 55 N N N 57 53 N 89 24 62 90 N 96 N 4 N N 95 N 18 N 79 N N 86 16 26 N N 15 N 4 N N N 27 N 86 66 N N 20 95 N 91 99 39 N N N N 10 30 96 N N N N 7 44 12 99 N N N N N 28 N 53 N 94 75 N 26 44 3 45 N N N 84 54 N 1 N 50 N 3 88 N N 8 N N 55 N N 7 N 80 N N 80 N 81 95 29 N 33 6 19 41 N N N N N N 39 N N 50 N 96 N N 22 N N N N 51 25 N 37 35 65 N 72 8 95 N 93 67 1 57 N 75 N 92 84 N 87 16 N N 26 51 N N 27 3 N 71 N N N N 68 N N 79 100 1 N N N N 51 23 N 34 39 N 98 79 34 N 1 1 53 93 N 57 N 82 59 49 N N N 59 N 56 77 N 78 60 N N N 6 N 23 70 50 N N N N N N N N 10 57 N N N 73 86 N 72 62 79 85 N 0 73 87 66 N 66 N N 57 N 84 N N N N N 33 91 N N N 11 N N N 88 N 100 29 N N N N N N N N N 85 N N N 61 N N N 11 N 62 N 51 8 32 N 16 94 2 N 66 66 N 36 N 2 25 40 N 81 59 30 N 93 N N 43 36 N 68 67 N N N N N N 12 4 60 N 18 9 51 24 1 44 N N N 23 75 N 75 N 4 68 N N N 42 94 N 44 N N 87 N N 0 N N N 24 N 2 N 53 88 N N 48 59 N 77 85 56 N N N N 26 N 8 98 85 13 53 24 18 54 N 60 8 N N 20 N 32 89 N 97 57 92 N N N 75 N N 22 N 86 88 N N 23 N N N 58 21 
N 28 97 N 3 N N N 7 87 N N 50 31 92 N N 72 77 45 81 35 N 72 4 90 64 N 79 N 95 N N N 44 N N 6 N 17 74 99 N N N 51 51 22 N 0 N N N N N N 32 N 14 93 N N 81 21 N N 24 N 41 N 15 5 0 70 17 88 86 N N 75 N N N N 84 N 7 N N N N 29 2 N N 81 N N N 68 99 40 0 N 23 N 5 50 N 30 94 6 70 98 N 16 N N N 68 N 6 N 100 N 42 N N N N 21 87 55 82 12 N N N N N 16 85 N 57 N N 8 N 39 N 65 N 17 17 N 33 N N N N N N 83 1 N N 8 N N N N 56 N 87 N N 30 2 N 47 N 87 16 93 N N 46 62 N N N N 0 N N 90 N N 97 N 49 34 25 71 36 N 55 N N 1 N 66 N 18 N 7 3 44 83 35 48 N N 55 N 21 3 66 N 93 50 N 89 96 3 80 N N N 85 26 73 4 69 46 N N N N N 20 N N 64 N N N N N N N N 44 25 21 25 42 N N 97 N 74 85 54 N N N 35 N 34 54 82 25 N N 93 5 100 N 93 40 N N 93 11 N N N 67 N N N N 90 N 14 72 7 N 6 N N 81 N N 58 1 N 14 29 95 N 5 N 85 N N 54 N 22 N 49 N 14 N N 33 76 N 74 N N N N 6 N N 95 12 N 75 64 86 N N 3 3 77 31 18 83 59 59 N N 97 27 N N N 93 100 N N N N 68 52 N N N N 99 100 N 1 N N 40 42 85 28 56 N 20 12 N N 1 81 N N N N 84 81 N N N 96 N 46 0 64 80 N N 39 22 N N N N N 53 N 77 N N N N 51 N N 87 6 N 52 0 44 N N N N N N 51 69 14 31 67 N N 0 48 N N N 65 N 24 N N 49 N N N 62 N 12 49 56 N 97 33 14 N N 89 39 46 34 N 54 N N 67 N N 32 N N 59 N 25 N 5 N 73 N 
N 18 100 N 2 50 N N N N N 5 47 N 33 83 34 23 27 N N N 74 N 18 N N 27 16 N 9 71 30 N 73 7 64 N 57 N 28 86 N N N N 3 36 N 41 N 12 100 N N 83 45 8 N 88 64 65 N N 33 3 N 55 90 N N N 30 N N N 13 1 N 37 N N N N 29 N N N 26 N N N 52 N N 59 60 N 49 93 N 38 N N 86 N N 42 8 2 18 N 36 N 22 N N N N 98 18 27 32 87 35 N 43 39 N 39 34 18 92 13 N 7 53 N N 68 64 N 13 63 N N 84 N N 52 79 74 N N N N 27 85 51 N N N N N 60 75 N 53 99 N N N 53 85 N N N N 31 N 65 27 N N N N 66 55 N N N N 55 N 66 78 71 N 66 N N N 16 3 N 9 N 75 82 39 N 16 N 76 N N 60 N N N N N N N 14 3 N 13 N N N 38 33 28 N N N 46 N N 44 N 89 N 29 30 N 58 41 100 88 N 87 N 1 N 58 N N 50 N N N 25 33 N N 78 55 N N 12 N N N N N N N N 95 N 27 85 N 89 65 N 78 N N 55 N 9 94 N N 54 N 7 60 N 87 85 67 N N N N 75 N 89 79 N 54 23 N N 68 50 N 21 64 N N N N N N N N 44 28 24 97 27 N N N N 61 96 69 26 22 N N 66 N 14 N 23 N N 2 27 N 30 N 76 18 41 N N N 75 N 1 N N 22 N N N N N N N 52 N N 98 24 N 62 27 N 79 N N N N N N N 4 N N 1 N 10 N N 60 64 N 5 N N 26 N N N N 73 N 61 N N 75 20 N N 45 N N N 68 N 73 N 72 N 14 44 47 N 74 N 0 N N N 6 N N N 47 N N N N 54 N 92 64 77 N 90 N N 66 21 N 67 N 9 N N N 20 59 N N N 81 5 N 80 36 N 99 N N 83 19 N 95 N 17 33 N 8 N 49 33 N 80 N 15 
N N N N 65 N N 64 79 77 85 48 84 7 46 N 53 53 N 31 80 82 26 N N N N N 12 57 N N 38 76 N 83 36 8 69 N N N 95 19 20 N 59 82 N 35 N N 11 9 31 96 40 N N N N N 87 N N N N N 85 N 10 5 94 62 N N N N 17 93 72 N 52 N N 69 N 69 69 N N N 57 30 23 88 79 28 N 56 2 N N 47 N 38 16 83 N 28 N 90 N N N 48 50 52 N N N 54 N N 28 N N 3 N N 96 47 14 N 74 N 88 19 N N N N N 13 97 6 92 56 N 75 12 13 N 10 39 N 44 N 1 N N N 100 18 50 N N 25 N 100 58 N 50 N 82 N 68 4 N 21 N N 47 61 50 N 5 N N N 51 N N 91 N N 66 73 3 N 24 N 67 N N 86 N N N 80 N 0 N 8 10 69 N 33 N 36 N N N N 60 N 54 3 25 N 83 23 N N N 74 69 N 2 N N N 95 N 33 N N N 39 N N 81 13 N 4 N 5 N 40 N N 92 N N 95 N 94 N 38 79 66 N N N N N N N N 97 N N 27 N N 34 N N N 19 2 N 14 45 N 45 34 N 59 40 N 71 55 3 5 N 100 30 N N 12 26 59 69 39 N N N 86 N 22 4 48 N 9 64 84 71 N N 99 N 71 N N N N N N N 60 41 68 53 N N N 63 N N 37 N N 86 N 56 N 32 N N 85 32 73 15 89 72 N 0 N 13 N 88 79 31 N 45 97 N N N 36 96 N 69 36 44 7 66 47 7 71 16 46 4 N 8 N N 52 84 N N N 79 N N N 24 28 N N N 0 91 N 61 N N 79 47 52 93 N 24 N 15 N 5 69 6 N N 43 87 N 8 60 89 N N 0 75 N 65 N N 50 52 N 73 91 56 77 100 16 N N 27 N N N N N 78 N 79 8 89 N N 67 N N N 51 87 81 11 19 N 19 N N 92 N N N 12 75 N N N N N N N 94 81 N 6 
45 N 78 N 3 4 N 7 8 N 4 N 0 N N N 86 N 97 36 N N 18 39 89 N 8 N N 0 26 N 42 78 N 60 N 90 21 N 62 86 N 17 N 54 N 63 14 N N N N N 68 N N 10 N N 24 N N N 46 88 N 10 46 12 N 81 N 71 N N 32 N 43 N 35 57 71 N N 6 N N 86 73 18 44 N N N N N 76 51 N 32 N 89 54 88 N N N N 9 0 62 16 N 31 58 49 1 N N 52 22 N N N 87 N 47 19 36 N N N N N 39 82 N 43 N 3 90 N N N 9 63 19 N 38 21 53 N 36 9 40 30 57 N N N N 61 N N 86 53 47 N 48 N N N N 36 85 N N 24 N N 23 N N 81 N 17 N 70 80 54 32 95 100 N N 24 100 34 N 23 N 11 N 73 N N 24 52 N N 96 N 86 2 86 N N N N 89 77 N N 51 27 85 30 16 91 90 100 97 N N N 88 N 41 N N 32 N 50 65 N 63 N N N 99 2 39 22 N 37 64 N N N 50 19 N N N 57 N N N 10 N N N 57 43 23 N N N 40 20 49 66 28 3 48 N 0 80 24 N N N 11 N 62 N N N N 66 82 6 N 98 N N 45 11 N 9 N 78 87 65 N N 4 52 27 18 N 100 63 19 N N 85 N N 79 N N N N N 76 N N N 67 96 0 25 N N N 33 N 16 87 39 N 43 N N 53 N 68 78 N N 26 N N 81 72 8 N N N 62 18 N 61 N 28 N 37 N N N N 19 16 N N 91 N N N N N N 97 52 51 10 7 N 44 N 24 N N 28 59 18 N 44 N 79 N N N 5 38 N 62 N 44 N 49 42 N N N N 81 N 45 55 85 51 76 N 80 N N N 57 0 36 92 21 81 55 61 N 33 37 N 54 N N N 28 N 35 57 N N 19 71 65 5 N 32 N N 1 N N 7 N 84 84 N N 45 N N N 57 47 N 98 77 1 N 33 N 82 53 23 N N N N N 
47 N 37 85 33 55 84 5 N 31 16 66 N N 39 72 N 31 N 8 48 12 N N N N 10 N 62 94 36 78 98 N N N 69 N 70 93 N 87 N 47 N N 81 N 42 61 80 99 N 14 N 0 N 51 87 N 72 69 43 N 48 54 N N 76 44 N N 0 99 N 91 N 18 54 N 50 62 N 92 69 89 9 10 N 23 69 61 44 28 N N N 11 25 6 N 64 41 79 N 8 4 3 46 61 N N 98 N 48 90 N 11 N 84 58 4 N 90 N N 89 N N N 87 62 68 75 N N 75 N N N 25 N N N N N N N N N N 98 N N 35 23 N 1 68 N N N N N N 70 N 86 10 N 70 41 N 90 N 24 98 69 27 N 64 N 7 N N 79 N N N N N 19 63 N 52 N N N 58 87 N N N 20 N N N N 71 44 N 94 N 12 N N N 44 N 86 N N N N 4 N N 10 18 N N N N 20 49 N N 73 N 89 93 N N N 17 N N 88 N 98 97 N 51 N N 66 N 14 N N 0 6 5 85 26 92 84 92 45 15 N N N 41 N 88 75 29 46 N N N 52 2 11 99 N 11 95 N 99 76 79 N N N 32 N N 83 96 N 15 N N N 39 N N N 44 N N 29 15 10 N 77 7 16 95 N 55 N 29 N N 20 86 45 14 91 N 99 76 52 N 37 53 8 N N 42 54 N N 62 46 62 N 52 N N N N N 85 N 21 91 N 91 N N 84 N 100 54 99 27 N N N N 95 N 1 N 39 17 N 7 N 65 58 N N 29 N N N 16 N N 0 56 74 N 8 2 N 6 N 14 27 6 N N 34 N 91 46 N 47 48 95 44 N N 95 19 98 N N 37 N N 97 N 92 N 37 N N N 84 32 N N 52 62 88 0 N 9 N N N N 33 N 24 43 52 N 57 57 15 22 14 N N N N 55 N 45 N 31 5 N N N N 59 N N 12 36 N N 26 75 N 45 84 7 N 63 N 68 N 75 94 45 N N 38 N 17 
77 16 6 N N 85 N 23 43 N 32 23 97 37 N 61 N N 55 88 N N 72 41 20 46 N N N 91 N N N 87 50 N 77 N 54 N N N N 69 95 N N 69 90 12 N 65 48 N 84 N 89 96 N N 63 N N N N 15 N 29 N 85 14 20 26 22 18 82 85 19 16 38 N 71 84 N 12 N N N 31 96 N 63 N N 12 N 97 5 32 N 100 12 N N N 83 N 45 N N N N N 79 N N 16 N N N N 16 N 58 N N 30 N N 76 N N N N N N N 72 N 81 69 N 82 N N N N 88 67 N 60 N 1 73 16 N N N 47 N N N 89 N N N 95 N 38 51 N 64 26 98 96 65 N 24 39 N N 66 N N 55 12 N N N 87 N N 49 N N 22 N 88 56 N N N 21 48 N 33 N N 14 28 2 N N 97 N 8 N 72 N N 28 90 81 N N N N N N N 63 63 N 10 N N N 35 90 19 27 1 N N 68 N 89 N 36 96 51 N N N N N N N 60 11 39 11 N 65 N N 5 87 27 44 N 96 N 41 N 65 N 24 N 8 49 66 N N N N 91 1 91 20 77 N N 89 N 54 62 N 59 81 N N N N N 38 89 4 92 N 37 33 N N 67 76 50 N N 38 49 53 N 51 N N 97 37 N N 91 89 N 10 4 N N N N 96 N N 85 1 83 16 58 92 N 81 N N N 69 N N N N N 100 21 N 32 N 100 14 N N N 11 98 N N N N N 19 N 58 N 84 0 N 0 14 70 N N N 14 24 N 21 N 4 1 7 48 N N 70 69 N N 39 8 N N 74 N N N N 86 14 N N N N 76 N 82 72 26 24 N 62 62 10 42 N 47 N N 79 N 61 N N N N N N 0 N N 22 25 N N N N 40 75 N N 68 N N 77 74 77 N 99 76 N 70 21 71 24 N N 42 0 2 N 21 74 20 N 63 N N 18 N N N N N 29 40 N N N 36 N N N 83 N 
